#ultradata
6.64,0.0003871917724609375
6.63,0.0003864765167236328
6.61,0.00038552284240722656
6.67,0.00038886070251464844
6.57,0.0003829002380371094
6.59,0.0003840923309326172
6.58,0.00038361549377441406
6.6,0.0003848075866699219
6.66,0.0003886222839355469
6.55,0.00038170814514160156
6.61,0.000385284423828125
6.75,0.0003936290740966797
6.63,0.0003864765167236328
6.64,0.00038695335388183594
6.57,0.00038313865661621094
6.71,0.00039124488830566406
6.69,0.0003902912139892578
6.59,0.00038433074951171875
6.67,0.00038909912109375
6.73,0.0003924369812011719
